成交编号,城市,区域,楼盘名称,户型,套内面积(㎡),建筑面积(㎡),建筑年代,朝向,楼层信息,装修情况,物业类型,产权年限,成交总价(万元),挂牌总价(万元),成交单价(元/㎡),带看次数,调价次数,成交周期(天)
HZ011969,杭州,富阳区,绿城小区96号,2室2厅,149.08,177.49,2001.0,东南,顶楼,豪装,洋房,70,273.16,288.74,18323.0,3,1.0,25.0
HZ011970,杭州,桐庐县,华润小区90号,1室1厅,182.01,216.29,1991.0,西,顶楼,简装,别墅,70,219.06,224.6,12036.0,25,0.0,132.0
HZ011971,杭州,建德市,绿城小区53号,2室1厅,142.7,174.16,2009.0,东南,顶楼,精装,别墅,40,149.56,160.88,10481.0,39,2.0,111.0
HZ011972,杭州,西湖区,金地小区18号,2室1厅,164.16,193.9,2001.0,北,高楼层,简装,公寓,70,855.14,885.43,52092.0,38,3.0,
HZ011973,杭州,萧山区,绿城小区29号,5室2厅,108.72,135.45,2002.0,西,高楼层,豪装,公寓,40,345.51,361.2,31780.0,16,0.0,151.0
HZ011974,杭州,建德市,保利小区86号,3室2厅,82.41,97.21,2019.0,南北通透,高楼层,简装,洋房,40,72.21,77.67,8762.0,2,5.0,139.0
HZ011975,杭州,萧山区,万科小区84号,2室2厅,138.85,166.76,1994.0,西南,低楼层,豪装,公寓,40,446.87,458.19,32184.0,31,5.0,33.0
HZ011976,杭州,临安区,保利小区59号,2室2厅,109.77,135.67,2019.0,西,低楼层,精装,住宅,40,158.87,161.67,14473.0,14,7.0,115.0
HZ011977,杭州,临平区,华润小区78号,3室2厅,173.46,209.54,2011.0,东,低楼层,毛坯,住宅,40,381.54,411.42,21996.0,1,7.0,35.0
HZ011978,杭州,滨江区,保利小区42号,4室2厅,185.95,224.89,1992.0,西,中楼层,豪装,住宅,40,836.1,849.9,44964.0,30,2.0,131.0
HZ011979,杭州,桐庐县,金地小区28号,2室1厅,161.53,179.09,1990.0,东南,低楼层,豪装,别墅,40,191.56,201.12,11859.0,16,2.0,117.0
HZ011980,杭州,滨江区,绿城小区72号,2室1厅,188.84,210.11,1991.0,西南,顶楼,毛坯,住宅,40,851.7,,45102.0,22,4.0,64.0
HZ011981,杭州,临平区,绿城小区90号,2室1厅,87.04,99.33,2004.0,南,顶楼,毛坯,洋房,40,202.31,216.27,23243.0,21,3.0,139.0
HZ011982,杭州,富阳区,绿城小区67号,1室1厅,173.53,205.53,2005.0,东南,高楼层,豪装,公寓,70,313.35,326.84,18057.0,14,6.0,90.0
HZ011983,杭州,桐庐县,金地小区19号,4室2厅,,103.7,2020.0,,顶楼,简装,洋房,70,100.44,106.96,11939.0,31,4.0,112.0
HZ011984,杭州,滨江区,绿城小区22号,5室2厅,50.65,56.38,2022.0,南北通透,中楼层,简装,公寓,70,226.58,243.95,44734.0,33,3.0,153.0
HZ011985,杭州,滨江区,绿城小区20号,3室2厅,130.18,145.97,1996.0,东,低楼层,豪装,住宅,70,585.94,618.19,45010.0,3,1.0,106.0
HZ011986,杭州,余杭区,万科小区16号,2室1厅,103.89,122.52,2003.0,东,中楼层,毛坯,住宅,40,297.26,312.43,28613.0,28,4.0,11.0
HZ011987,杭州,余杭区,万科小区77号,2室2厅,177.63,199.07,,南北通透,顶楼,精装,别墅,70,477.19,488.33,26864.0,21,6.0,104.0
HZ011988,杭州,临平区,华润小区75号,2室2厅,109.77,128.47,1999.0,东,顶楼,毛坯,公寓,40,239.93,255.81,21858.0,24,,19.0
HZ011989,杭州,上城区,万科小区40号,4室2厅,,220.62,1990.0,西,低楼层,简装,洋房,40,986.0,1050.62,55216.0,13,,133.0
HZ011990,杭州,建德市,保利小区98号,1室1厅,44.42,53.84,1999.0,西,高楼层,毛坯,洋房,40,41.56,44.3,9356.0,31,,14.0
HZ011991,杭州,桐庐县,金地小区63号,3室2厅,163.22,197.82,2022.0,西南,顶楼,精装,洋房,70,196.19,203.4,12020.0,9,,56.0
HZ011992,杭州,西湖区,金地小区16号,5室2厅,151.94,176.64,2010.0,东南,中楼层,毛坯,住宅,70,796.15,810.32,52399.0,24,2.0,65.0
HZ011993,杭州,富阳区,万科小区68号,2室1厅,145.76,175.09,2014.0,东南,顶楼,精装,住宅,70,267.0,270.33,18318.0,23,4.0,158.0
HZ011994,杭州,余杭区,万科小区72号,3室2厅,88.11,106.66,2019.0,,中楼层,精装,公寓,70,254.79,274.41,28917.0,17,2.0,177.0
HZ011995,杭州,余杭区,保利小区98号,5室2厅,155.83,171.89,2006.0,东,高楼层,毛坯,住宅,70,434.22,454.94,27865.0,16,7.0,142.0
HZ011996,杭州,萧山区,万科小区90号,3室2厅,108.36,132.43,2004.0,西南,顶楼,简装,洋房,40,341.24,366.95,31491.0,28,2.0,154.0
HZ011997,杭州,桐庐县,绿城小区86号,5室2厅,145.0,178.9,2024.0,,高楼层,精装,住宅,40,170.47,179.61,11757.0,39,1.0,168.0
HZ011998,杭州,西湖区,绿城小区55号,5室2厅,119.25,133.34,1998.0,东,高楼层,豪装,公寓,70,623.96,652.77,52324.0,35,0.0,177.0
HZ011999,杭州,桐庐县,万科小区85号,2室2厅,56.88,69.74,2004.0,西,低楼层,简装,洋房,40,76.63,80.1,13472.0,8,1.0,
HZ012000,杭州,萧山区,金地小区89号,1室1厅,42.2,48.69,,东南,高楼层,简装,别墅,40,137.61,148.21,32609.0,19,2.0,
HZ012001,杭州,上城区,保利小区98号,2室1厅,89.86,103.13,2000.0,东南,低楼层,毛坯,公寓,70,500.28,506.91,55673.0,22,4.0,61.0
HZ012002,杭州,西湖区,保利小区32号,2室2厅,179.38,213.6,2023.0,东,高楼层,豪装,公寓,40,924.51,973.83,51539.0,10,0.0,45.0
HZ012003,杭州,滨江区,金地小区50号,2室2厅,115.7,141.37,2000.0,南,高楼层,毛坯,住宅,70,519.24,538.77,44878.0,25,3.0,14.0
HZ012004,杭州,萧山区,万科小区73号,5室2厅,158.75,184.07,2004.0,东南,顶楼,,住宅,40,512.08,522.73,32257.0,14,7.0,23.0
HZ012005,杭州,临安区,万科小区32号,2室2厅,123.0,146.98,2010.0,西南,低楼层,毛坯,住宅,40,176.93,184.52,14385.0,7,4.0,62.0
HZ012006,杭州,富阳区,绿城小区28号,2室2厅,183.35,224.48,2014.0,东,低楼层,毛坯,住宅,70,342.01,,18653.0,33,7.0,156.0
HZ012007,杭州,滨江区,华润小区59号,3室2厅,90.37,110.03,1992.0,西南,顶楼,豪装,洋房,70,405.45,436.18,44866.0,25,4.0,16.0
HZ012008,杭州,西湖区,保利小区41号,1室1厅,41.01,46.81,2013.0,西,低楼层,精装,公寓,70,219.28,223.42,53470.0,22,2.0,54.0
HZ012009,杭州,临安区,绿城小区81号,3室2厅,,187.34,2018.0,南北通透,高楼层,毛坯,别墅,70,226.6,243.53,14586.0,2,4.0,131.0
HZ012010,杭州,上城区,华润小区33号,1室1厅,143.46,171.53,2022.0,西,中楼层,简装,洋房,70,800.61,861.63,55807.0,3,0.0,80.0
HZ012011,杭州,建德市,绿城小区12号,1室1厅,115.35,138.84,2016.0,东,低楼层,豪装,住宅,70,123.32,125.16,10691.0,4,3.0,128.0
HZ012012,杭州,临安区,保利小区47号,5室2厅,83.57,97.25,2002.0,西,中楼层,精装,别墅,70,118.27,,14152.0,27,7.0,7.0
HZ012013,杭州,余杭区,绿城小区28号,2室1厅,61.75,68.11,1990.0,西南,低楼层,精装,别墅,40,176.2,184.48,28534.0,5,2.0,98.0
HZ012014,杭州,临平区,万科小区58号,3室2厅,108.2,124.55,2005.0,,高楼层,毛坯,洋房,70,232.83,242.25,21518.0,36,4.0,175.0
HZ012015,杭州,临安区,绿城小区58号,4室2厅,,166.17,1990.0,东,中楼层,精装,别墅,70,200.41,208.91,14601.0,28,2.0,120.0
HZ012016,杭州,钱塘区,保利小区97号,5室2厅,123.46,150.15,2001.0,西南,高楼层,豪装,住宅,40,246.46,258.48,19963.0,0,0.0,46.0
HZ012017,杭州,淳安县,保利小区85号,1室1厅,101.12,124.43,2007.0,南北通透,高楼层,豪装,公寓,40,107.26,114.03,10607.0,38,5.0,146.0
HZ012018,杭州,上城区,华润小区34号,4室2厅,117.27,133.06,2010.0,北,低楼层,毛坯,住宅,40,658.55,672.01,56157.0,15,4.0,84.0
HZ012019,杭州,淳安县,绿城小区10号,2室2厅,49.06,58.76,2015.0,西南,顶楼,精装,公寓,40,52.55,53.28,10711.0,26,5.0,156.0
HZ012020,杭州,滨江区,金地小区35号,1室1厅,141.94,160.42,2009.0,东南,中楼层,简装,公寓,70,634.32,664.92,44689.0,22,5.0,165.0
HZ012021,杭州,桐庐县,绿城小区47号,1室1厅,148.01,166.6,2001.0,西南,低楼层,毛坯,住宅,40,176.49,,11924.0,2,2.0,72.0
HZ012022,杭州,萧山区,保利小区48号,5室2厅,33.81,40.74,,西,高楼层,豪装,公寓,40,117.31,121.73,34697.0,8,2.0,179.0
HZ012023,杭州,拱墅区,华润小区12号,3室2厅,74.74,84.16,1990.0,北,中楼层,毛坯,洋房,70,353.15,358.23,47250.0,25,5.0,59.0
HZ012024,杭州,上城区,保利小区74号,1室1厅,46.55,51.43,1991.0,东南,中楼层,毛坯,洋房,40,254.26,,54621.0,23,6.0,103.0
HZ012025,杭州,钱塘区,金地小区73号,4室2厅,189.72,225.95,2014.0,南,中楼层,毛坯,住宅,40,373.5,378.81,19687.0,16,2.0,112.0
HZ012026,杭州,余杭区,金地小区86号,1室1厅,125.75,138.97,1994.0,西南,高楼层,毛坯,住宅,70,346.3,357.28,27539.0,2,3.0,43.0
HZ012027,杭州,萧山区,金地小区52号,2室1厅,105.59,124.65,,西,低楼层,简装,别墅,40,332.39,339.06,31479.0,39,7.0,118.0
HZ012028,杭州,建德市,万科小区44号,2室1厅,105.15,128.36,2018.0,南北通透,低楼层,简装,公寓,40,97.17,98.63,9241.0,12,,26.0
HZ012029,杭州,富阳区,华润小区12号,3室2厅,,204.09,2020.0,西,中楼层,毛坯,住宅,40,337.26,361.29,18287.0,9,3.0,175.0
HZ012030,杭州,建德市,绿城小区11号,2室1厅,136.26,163.58,2008.0,南北通透,中楼层,豪装,住宅,40,137.31,139.52,10077.0,39,0.0,96.0
HZ012031,杭州,桐庐县,保利小区88号,1室1厅,58.65,65.16,1991.0,东南,高楼层,精装,住宅,40,70.08,73.27,11949.0,6,5.0,
HZ012032,杭州,建德市,华润小区74号,2室1厅,102.81,122.69,,西,中楼层,豪装,洋房,70,117.22,124.1,11402.0,19,7.0,17.0
HZ012033,杭州,桐庐县,保利小区19号,5室2厅,154.32,189.91,1994.0,东南,中楼层,豪装,公寓,70,188.74,191.05,12230.0,1,7.0,173.0
HZ012034,杭州,拱墅区,金地小区50号,2室2厅,98.89,115.15,,南,低楼层,简装,别墅,70,496.0,520.94,50157.0,18,3.0,46.0
HZ012035,杭州,临安区,绿城小区97号,3室2厅,80.91,93.59,2001.0,东南,顶楼,精装,别墅,40,129.13,138.81,15960.0,26,5.0,138.0
HZ012036,杭州,淳安县,华润小区73号,5室2厅,188.61,230.74,1996.0,东南,高楼层,精装,洋房,40,200.19,214.03,10614.0,32,,179.0
HZ012037,杭州,钱塘区,保利小区89号,1室1厅,179.83,214.74,2005.0,东南,高楼层,豪装,洋房,40,351.66,376.84,19555.0,26,2.0,101.0
HZ012038,杭州,桐庐县,绿城小区60号,2室1厅,180.77,211.05,1993.0,西,高楼层,毛坯,别墅,40,213.83,223.23,11829.0,7,,171.0
HZ012039,杭州,临安区,华润小区91号,2室2厅,52.8,63.06,1990.0,南,高楼层,精装,洋房,70,77.08,81.67,14598.0,7,6.0,52.0
HZ012040,杭州,建德市,绿城小区30号,2室1厅,69.01,79.03,2024.0,南,顶楼,,别墅,40,76.67,78.05,11110.0,13,5.0,
HZ012041,杭州,富阳区,金地小区50号,2室1厅,101.85,125.97,2004.0,东南,高楼层,毛坯,公寓,70,180.86,188.89,17757.0,37,,101.0
HZ012042,杭州,上城区,华润小区39号,2室1厅,163.48,179.99,2002.0,北,低楼层,毛坯,住宅,40,914.82,939.47,55959.0,33,,94.0
HZ012043,杭州,临平区,保利小区33号,1室1厅,148.42,169.24,1990.0,西南,顶楼,毛坯,公寓,40,319.52,328.1,21528.0,18,2.0,78.0
HZ012044,杭州,钱塘区,华润小区73号,3室2厅,,203.78,2013.0,西南,顶楼,毛坯,公寓,40,336.47,352.61,20239.0,11,1.0,99.0
HZ012045,杭州,西湖区,华润小区50号,2室2厅,177.48,200.52,1998.0,东南,中楼层,简装,住宅,40,929.48,1002.87,52371.0,26,2.0,64.0
HZ012046,杭州,滨江区,绿城小区30号,3室2厅,155.36,176.37,2005.0,西南,顶楼,精装,别墅,70,703.77,739.01,45299.0,8,2.0,179.0
HZ012047,杭州,建德市,保利小区82号,5室2厅,73.36,86.88,1990.0,西南,中楼层,豪装,别墅,40,74.14,75.12,10106.0,37,1.0,157.0
HZ012048,杭州,西湖区,绿城小区12号,3室2厅,77.1,92.63,2024.0,东南,高楼层,豪装,别墅,70,407.07,414.79,52798.0,6,4.0,165.0
HZ012049,杭州,临平区,华润小区20号,4室2厅,87.69,97.01,2007.0,西,高楼层,豪装,洋房,40,196.12,200.62,22365.0,15,,31.0
HZ012050,杭州,富阳区,华润小区54号,2室2厅,79.89,97.8,2022.0,东南,顶楼,豪装,别墅,70,148.54,154.01,18593.0,0,,
HZ012051,杭州,西湖区,金地小区20号,1室1厅,71.36,84.58,2004.0,东,中楼层,毛坯,住宅,70,366.38,384.39,51342.0,2,,
HZ012052,杭州,建德市,绿城小区87号,1室1厅,150.89,167.06,2018.0,西南,顶楼,豪装,公寓,40,149.14,159.22,9884.0,24,3.0,36.0
HZ012053,杭州,余杭区,绿城小区13号,5室2厅,37.37,44.13,1993.0,南北通透,顶楼,精装,住宅,40,108.36,116.15,28997.0,23,0.0,173.0
HZ012054,杭州,钱塘区,保利小区83号,4室2厅,147.09,165.41,1999.0,东南,中楼层,豪装,别墅,40,291.4,309.77,19811.0,1,0.0,22.0
HZ012055,杭州,余杭区,绿城小区29号,4室2厅,162.12,181.76,2004.0,南北通透,顶楼,毛坯,别墅,40,466.17,473.52,28755.0,15,1.0,115.0
HZ012056,杭州,拱墅区,金地小区46号,4室2厅,42.43,50.24,2016.0,西,顶楼,毛坯,公寓,40,206.21,211.41,48600.0,29,7.0,133.0
HZ012057,杭州,建德市,万科小区19号,4室2厅,41.77,50.37,,南北通透,低楼层,简装,洋房,70,45.22,46.45,10826.0,34,3.0,85.0
HZ012058,杭州,临平区,保利小区62号,1室1厅,77.1,88.12,1999.0,南,低楼层,豪装,洋房,40,175.94,183.87,22820.0,0,4.0,122.0
HZ012059,杭州,拱墅区,绿城小区15号,1室1厅,64.91,80.25,2003.0,西,高楼层,豪装,公寓,40,313.19,319.99,48250.0,34,6.0,128.0
HZ012060,杭州,拱墅区,绿城小区85号,2室1厅,123.82,144.02,2009.0,西南,中楼层,精装,住宅,70,597.16,616.48,48228.0,12,2.0,63.0
HZ012061,杭州,拱墅区,保利小区50号,5室2厅,138.72,160.2,2017.0,东,顶楼,精装,住宅,40,662.39,680.08,47750.0,15,7.0,34.0
HZ012062,杭州,桐庐县,金地小区61号,3室2厅,132.19,156.83,2003.0,南北通透,高楼层,精装,住宅,40,156.61,168.38,11847.0,7,6.0,132.0
HZ012063,杭州,上城区,绿城小区65号,3室2厅,88.46,107.71,2006.0,南北通透,高楼层,简装,公寓,70,495.36,504.24,55998.0,22,1.0,154.0
HZ012064,杭州,桐庐县,绿城小区69号,5室2厅,110.75,123.15,2011.0,北,高楼层,简装,住宅,40,126.33,,11407.0,38,4.0,168.0
HZ012065,杭州,上城区,绿城小区92号,3室2厅,133.12,163.37,2007.0,东,中楼层,豪装,住宅,40,755.14,764.77,56726.0,26,2.0,60.0
HZ012066,杭州,临平区,华润小区32号,3室2厅,50.87,59.77,1998.0,西南,顶楼,简装,住宅,70,105.08,106.77,20657.0,13,6.0,131.0
HZ012067,杭州,建德市,金地小区47号,1室1厅,68.26,80.42,1999.0,,低楼层,精装,公寓,40,61.81,62.79,9055.0,6,4.0,107.0
HZ012068,杭州,淳安县,绿城小区15号,1室1厅,172.7,211.5,2006.0,南,高楼层,毛坯,住宅,40,190.03,195.01,11003.0,10,2.0,14.0
HZ012069,杭州,萧山区,华润小区58号,4室2厅,86.09,101.91,1992.0,北,低楼层,毛坯,公寓,70,278.21,291.98,32316.0,12,1.0,142.0
HZ012070,杭州,桐庐县,万科小区52号,5室2厅,158.58,185.06,2015.0,东南,中楼层,简装,洋房,40,185.93,189.43,11725.0,14,2.0,47.0
HZ012071,杭州,西湖区,保利小区89号,1室1厅,71.66,87.72,2000.0,西南,顶楼,毛坯,别墅,70,369.55,375.23,51570.0,4,2.0,12.0
HZ012072,杭州,上城区,金地小区13号,1室1厅,38.58,48.02,2003.0,西,中楼层,精装,公寓,40,214.42,220.62,55578.0,11,1.0,121.0
HZ012073,杭州,桐庐县,金地小区53号,5室2厅,111.06,134.67,2002.0,,中楼层,毛坯,住宅,70,133.47,,12018.0,6,7.0,37.0
HZ012074,杭州,临安区,万科小区34号,2室1厅,173.01,214.06,2002.0,西南,低楼层,简装,别墅,40,263.37,269.44,15223.0,14,,94.0
HZ012075,杭州,余杭区,绿城小区23号,2室2厅,161.45,196.42,2022.0,北,中楼层,精装,别墅,40,447.57,,27722.0,4,7.0,96.0
HZ012076,杭州,桐庐县,绿城小区93号,4室2厅,71.96,87.69,2007.0,西南,低楼层,精装,别墅,40,83.82,87.19,11648.0,8,6.0,136.0
HZ012077,杭州,上城区,金地小区15号,4室2厅,175.77,199.18,2000.0,西,高楼层,毛坯,住宅,40,986.6,1005.35,56130.0,23,6.0,104.0
HZ012078,杭州,富阳区,万科小区44号,2室1厅,107.8,133.59,1991.0,西,低楼层,豪装,洋房,70,201.12,217.04,18657.0,39,3.0,27.0
HZ012079,杭州,拱墅区,金地小区78号,2室2厅,39.74,44.39,2019.0,西南,低楼层,精装,洋房,40,196.23,209.97,49378.0,7,,103.0
HZ012080,杭州,上城区,绿城小区30号,1室1厅,36.41,42.95,2005.0,南北通透,中楼层,毛坯,别墅,70,206.19,220.37,56630.0,13,0.0,88.0
HZ012081,杭州,淳安县,万科小区92号,4室2厅,,119.72,2014.0,西南,高楼层,精装,别墅,40,107.17,115.65,9864.0,8,4.0,148.0
HZ012082,杭州,临平区,万科小区32号,2室2厅,118.32,136.63,2024.0,,低楼层,简装,洋房,40,255.06,258.08,21557.0,37,2.0,89.0
HZ012083,杭州,余杭区,绿城小区22号,5室2厅,44.63,53.69,1996.0,东,顶楼,精装,洋房,70,120.26,122.24,26946.0,38,0.0,179.0
HZ012084,杭州,余杭区,绿城小区19号,3室2厅,177.71,196.42,2003.0,西,低楼层,简装,洋房,70,503.67,543.93,28342.0,0,4.0,177.0
HZ012085,杭州,萧山区,保利小区47号,4室2厅,145.48,161.6,2006.0,西,高楼层,简装,洋房,40,459.17,491.22,31562.0,11,4.0,162.0
HZ012086,杭州,桐庐县,金地小区94号,2室2厅,158.6,187.16,2021.0,南北通透,高楼层,豪装,住宅,40,181.1,183.74,11419.0,30,5.0,73.0
HZ012087,杭州,滨江区,万科小区57号,3室2厅,124.28,137.8,2012.0,东,顶楼,豪装,公寓,70,561.59,601.47,45187.0,19,5.0,121.0
HZ012088,杭州,桐庐县,金地小区29号,3室2厅,136.84,156.8,2000.0,,顶楼,毛坯,别墅,40,167.19,176.49,12218.0,29,3.0,104.0
HZ012089,杭州,滨江区,华润小区79号,5室2厅,93.28,113.26,1997.0,东南,顶楼,精装,洋房,40,415.23,440.14,44514.0,28,7.0,12.0
HZ012090,杭州,西湖区,华润小区78号,1室1厅,139.33,159.94,,西,低楼层,毛坯,住宅,70,721.86,730.45,51809.0,24,6.0,
HZ012091,杭州,临安区,华润小区61号,5室2厅,186.55,216.29,1992.0,东南,低楼层,,洋房,70,289.42,306.54,15514.0,9,4.0,117.0
HZ012092,杭州,钱塘区,保利小区11号,2室2厅,134.34,163.28,2006.0,南,高楼层,精装,别墅,40,260.42,275.05,19385.0,34,,167.0
HZ012093,杭州,临平区,万科小区84号,4室2厅,85.98,96.49,2016.0,东,低楼层,豪装,别墅,40,182.92,,21275.0,29,5.0,125.0
HZ012094,杭州,富阳区,万科小区77号,4室2厅,77.07,94.45,2008.0,南北通透,顶楼,豪装,公寓,70,142.4,151.46,18477.0,14,4.0,179.0
HZ012095,杭州,上城区,保利小区43号,2室2厅,184.21,202.9,2017.0,西南,顶楼,简装,洋房,70,1032.27,1073.45,56038.0,39,0.0,59.0
HZ012096,杭州,临平区,金地小区78号,2室1厅,61.23,69.53,2019.0,南,顶楼,毛坯,住宅,70,134.3,,21934.0,16,3.0,85.0
HZ012097,杭州,临安区,万科小区59号,2室1厅,159.38,185.01,1991.0,西,中楼层,豪装,住宅,40,229.78,245.26,14417.0,10,2.0,109.0
HZ012098,杭州,滨江区,保利小区49号,1室1厅,105.51,119.46,2002.0,南,顶楼,毛坯,别墅,40,469.05,475.24,44456.0,16,2.0,63.0
HZ012099,杭州,临平区,绿城小区96号,1室1厅,,125.09,2006.0,南,顶楼,精装,洋房,70,222.77,231.17,21817.0,3,1.0,112.0
HZ012100,杭州,建德市,万科小区15号,5室2厅,150.11,186.03,,北,高楼层,精装,洋房,70,161.5,167.34,10759.0,16,3.0,60.0
HZ012101,杭州,淳安县,华润小区32号,2室1厅,55.39,63.34,2023.0,西,顶楼,简装,洋房,70,57.74,60.69,10424.0,7,5.0,70.0
HZ012102,杭州,上城区,金地小区74号,5室2厅,105.67,118.25,2000.0,东南,顶楼,豪装,别墅,40,582.86,595.98,55159.0,27,1.0,158.0
HZ012103,杭州,萧山区,华润小区66号,3室2厅,37.66,46.0,2009.0,北,顶楼,精装,住宅,70,117.85,121.99,31293.0,5,5.0,81.0
HZ012104,杭州,西湖区,金地小区71号,5室2厅,137.92,172.28,2020.0,北,中楼层,精装,住宅,70,712.88,740.25,51688.0,24,0.0,142.0
HZ012105,杭州,萧山区,绿城小区50号,3室2厅,41.22,49.06,1998.0,南,中楼层,简装,公寓,70,135.36,138.41,32838.0,0,3.0,171.0
HZ012106,杭州,滨江区,金地小区51号,2室1厅,45.79,57.14,2018.0,西,低楼层,精装,住宅,40,190.38,202.32,41577.0,15,1.0,175.0
HZ012107,杭州,拱墅区,华润小区91号,4室2厅,165.48,182.59,2009.0,西南,顶楼,毛坯,公寓,40,790.23,806.14,47754.0,37,2.0,111.0
HZ012108,杭州,桐庐县,华润小区46号,2室1厅,101.99,124.03,1997.0,,高楼层,毛坯,洋房,40,130.95,135.71,12839.0,15,3.0,141.0
HZ012109,杭州,滨江区,华润小区49号,4室2厅,63.75,74.94,2023.0,西南,顶楼,毛坯,别墅,70,290.61,299.14,45586.0,28,2.0,157.0
HZ012110,杭州,西湖区,万科小区86号,5室2厅,125.63,145.66,1990.0,东,低楼层,豪装,别墅,40,653.65,660.69,52030.0,20,6.0,34.0
HZ012111,杭州,建德市,华润小区26号,4室2厅,114.05,135.44,2020.0,东,低楼层,豪装,住宅,40,110.71,115.1,9707.0,2,5.0,78.0
HZ012112,杭州,上城区,绿城小区47号,3室2厅,96.92,110.11,2021.0,北,中楼层,精装,公寓,70,546.8,554.14,56418.0,24,,30.0
HZ012113,杭州,淳安县,绿城小区24号,5室2厅,175.06,205.02,1990.0,北,高楼层,豪装,住宅,70,196.39,203.86,11218.0,19,0.0,12.0
HZ012114,杭州,临安区,金地小区28号,3室2厅,150.41,176.82,2023.0,东,顶楼,豪装,洋房,70,218.88,,14552.0,8,5.0,150.0
HZ012115,杭州,钱塘区,华润小区28号,5室2厅,55.95,67.93,2017.0,南,高楼层,简装,别墅,40,118.49,122.5,21178.0,20,5.0,30.0
HZ012116,杭州,萧山区,绿城小区19号,3室2厅,122.18,144.68,2019.0,东,顶楼,豪装,住宅,40,404.38,427.84,33097.0,38,0.0,166.0
HZ012117,杭州,滨江区,绿城小区33号,4室2厅,46.02,54.45,2001.0,西南,中楼层,毛坯,别墅,70,204.68,208.15,44476.0,12,7.0,12.0
HZ012118,杭州,临安区,万科小区49号,4室2厅,70.66,78.1,2016.0,东,高楼层,毛坯,住宅,70,99.93,106.98,14142.0,28,1.0,166.0
HZ012119,杭州,淳安县,万科小区15号,1室1厅,175.76,215.57,1999.0,东,中楼层,豪装,洋房,40,198.16,210.35,11274.0,21,6.0,75.0
HZ012120,杭州,萧山区,保利小区30号,2室1厅,105.01,122.48,1990.0,西,低楼层,简装,别墅,70,341.62,359.09,32532.0,5,1.0,49.0
HZ012121,杭州,滨江区,金地小区42号,3室2厅,172.95,213.0,1998.0,东,低楼层,毛坯,住宅,40,776.7,802.16,44909.0,6,0.0,148.0
